# Void0 Void1 Void2 Void3 Void4 r
1.6059697264336598e-09 1.4886307778595722e-09 1.5670005853759053e-09 1.6335274180029545e-09 1.5793230329327713e-09 34152.0
1.6053586111700397e-09 1.4901903765006242e-09 1.5668798803684388e-09 1.6316065600053007e-09 1.5800872194148565e-09 34226.0
1.6042846718018464e-09 1.4921853025452864e-09 1.5666579044136407e-09 1.6298128952735614e-09 1.5810223369951757e-09 34300.0
1.6036443939254904e-09 1.4938075082686774e-09 1.5660955324476073e-09 1.6280911244963287e-09 1.5817781189258464e-09 34374.0
1.602746097722603e-09 1.495379302813364e-09 1.5658592027788065e-09 1.6263756697527804e-09 1.5828601133521744e-09 34448.0
1.6018384240228226e-09 1.4970232924039583e-09 1.5649909410034024e-09 1.6251016617275244e-09 1.583896311031319e-09 34522.0
1.6017575440577395e-09 1.4991587617959035e-09 1.5645060277782383e-09 1.6238628394323885e-09 1.584898941116823e-09 34596.0
1.6010496720039209e-09 1.501289123734029e-09 1.563967437655063e-09 1.6227673841028734e-09 1.58604606135049e-09 34670.0
1.6006716248361778e-09 1.5032320638288425e-09 1.5634729140532046e-09 1.6218694823657559e-09 1.5871184296756178e-09 34744.0
1.6006114160590494e-09 1.5054999413142713e-09 1.5623485041508416e-09 1.6208542781018396e-09 1.5880663844829362e-09 34818.0
1.600053636197872e-09 1.5073838115838309e-09 1.5617301760703235e-09 1.6194991812985198e-09 1.589628351180039e-09 34892.0
1.600146892922814e-09 1.5095049997477276e-09 1.5615859741640208e-09 1.618374675519295e-09 1.5906476716615964e-09 34966.0
1.6001962423949922e-09 1.5114869731644786e-09 1.5611410793245333e-09 1.6175540926485296e-09 1.59151176808336e-09 35040.0
1.599838482844866e-09 1.5134203397129648e-09 1.5605113901434418e-09 1.6170041081364438e-09 1.5922895779222287e-09 35114.0
1.5997825809884142e-09 1.5152235839004119e-09 1.5599414412899393e-09 1.6165278048803879e-09 1.5932784642476509e-09 35188.0
1.5997995406422977e-09 1.5164088685902612e-09 1.5597132117068035e-09 1.6160420724562856e-09 1.5947846657510193e-09 35262.0
1.5996065411045038e-09 1.5179561414276577e-09 1.5594414704085973e-09 1.615806759569214e-09 1.5959866526098842e-09 35336.0
1.5994010077392213e-09 1.5195089244546714e-09 1.5592076221858487e-09 1.615741836996305e-09 1.5968953063789709e-09 35410.0
1.599076233919677e-09 1.5211203457674667e-09 1.5589681458759116e-09 1.615507405080692e-09 1.5979594486277576e-09 35484.0
1.5989689191117954e-09 1.5226244909215741e-09 1.5584257105681257e-09 1.6149791055897475e-09 1.5994309045922536e-09 35558.0
1.598320312218194e-09 1.5238490080629382e-09 1.55842497070645e-09 1.614431486508585e-09 1.6007900238355878e-09 35632.0
1.5978379194204621e-09 1.5247254830634358e-09 1.558536248230479e-09 1.6139540170408008e-09 1.6018026997006365e-09 35706.0
1.5975759495403501e-09 1.5259586068287864e-09 1.5587834394026477e-09 1.6135661982441618e-09 1.6035488390496618e-09 35780.0
1.597235023914935e-09 1.5266766039547285e-09 1.5589412051830448e-09 1.6132611398565648e-09 1.6047819052746488e-09 35854.0
1.5963995675999422e-09 1.5274911225754098e-09 1.559428071098658e-09 1.6123989286589776e-09 1.6063657075646438e-09 35928.0
1.5957028197152897e-09 1.528144440717286e-09 1.5594704501534674e-09 1.6120385943567608e-09 1.607608033492522e-09 36002.0
1.5952438992286718e-09 1.5289139615571476e-09 1.5597933568411006e-09 1.6115454538607078e-09 1.6088098841813455e-09 36076.0
1.5947909944591393e-09 1.5298327955841262e-09 1.560234890218643e-09 1.6113312297880579e-09 1.6097797931103988e-09 36150.0
1.5946503283256327e-09 1.5304761662338177e-09 1.5606973396944462e-09 1.6109738805521648e-09 1.6111747858103374e-09 36224.0
1.5944666978656527e-09 1.5311285218059686e-09 1.5608407557204736e-09 1.6104809529727985e-09 1.6126374860794963e-09 36298.0
1.5946625512843531e-09 1.5316208796863314e-09 1.560700624471158e-09 1.6098796775861896e-09 1.6141912793978281e-09 36372.0
1.5946440641785762e-09 1.532128631767549e-09 1.560932973545005e-09 1.6096059496353132e-09 1.6164112897573625e-09 36446.0
1.5946307090131125e-09 1.532318083900356e-09 1.5612907832664776e-09 1.6094381062022602e-09 1.6187754420663208e-09 36520.0
1.594627186624481e-09 1.5326431109564795e-09 1.5620834763782931e-09 1.6091987790415991e-09 1.6207060011376315e-09 36594.0
1.5948463056667598e-09 1.5332173830179802e-09 1.562073103145589e-09 1.6088310883028622e-09 1.622617333512344e-09 36668.0
1.594436841558002e-09 1.5333287554625185e-09 1.5622174395161647e-09 1.6086212720655155e-09 1.6249716319006098e-09 36742.0
1.5945056333596454e-09 1.5335069480742727e-09 1.5622122117379774e-09 1.6079684020179231e-09 1.6273635918333663e-09 36816.0
1.5945589576469491e-09 1.5340074703435027e-09 1.562255003099528e-09 1.6077126067383913e-09 1.6299349502685102e-09 36890.0
1.5941668563165957e-09 1.5341343015122205e-09 1.5621274345477724e-09 1.6076954525252667e-09 1.6327200466303347e-09 36964.0
1.5943098729344516e-09 1.5343357159915608e-09 1.5619875425043242e-09 1.6077199515865207e-09 1.6352919002656873e-09 37038.0
1.5945813707715477e-09 1.5351614319922222e-09 1.5616720099289815e-09 1.6078413303843842e-09 1.6382659083759363e-09 37112.0
1.5946911131400394e-09 1.5359362808035166e-09 1.561611051472894e-09 1.6077838533367202e-09 1.641258554336035e-09 37186.0
1.5945911241802248e-09 1.5363425899110368e-09 1.560923185229767e-09 1.6072737144798625e-09 1.6435723217239132e-09 37260.0
1.5948814720133867e-09 1.5368088736117761e-09 1.5605141284657121e-09 1.6072364654954167e-09 1.646306322343901e-09 37334.0
1.5948801783912596e-09 1.5374069366358182e-09 1.559790579750856e-09 1.6068381882216649e-09 1.6480755356230854e-09 37408.0
1.5952315708946786e-09 1.538410893248263e-09 1.559397322421267e-09 1.606751665197682e-09 1.6499803543669607e-09 37482.0
1.5953659669710467e-09 1.5393717673731929e-09 1.5589949760860918e-09 1.6063719099377209e-09 1.651716214682892e-09 37556.0
1.5957396230020513e-09 1.5400571992748795e-09 1.558543333833804e-09 1.605735397650854e-09 1.6533127759545906e-09 37630.0
1.595782572151156e-09 1.5411979223103567e-09 1.5578606048933375e-09 1.6052875613604801e-09 1.6548925589351012e-09 37704.0
1.5960628850028545e-09 1.5427548132691718e-09 1.5573670432485017e-09 1.6047770876087093e-09 1.6565088096840157e-09 37778.0
1.5962813828270109e-09 1.543950061460947e-09 1.556803986291777e-09 1.6041169945389552e-09 1.6587285669537756e-09 37852.0
1.5958307514319858e-09 1.5452318375413266e-09 1.556457076611517e-09 1.6036731016907698e-09 1.6604601200825007e-09 37926.0
1.5957276433722326e-09 1.5462852209643222e-09 1.556231135925998e-09 1.6037940153490248e-09 1.6623513510748312e-09 38000.0
1.5954252673454916e-09 1.5474038509253527e-09 1.555492487991256e-09 1.6040286358610432e-09 1.6638412954050604e-09 38074.0
1.5948410256153615e-09 1.5483800347892388e-09 1.5551014832029032e-09 1.6038889638510302e-09 1.6657237090462189e-09 38148.0
1.5942277454726572e-09 1.5494469799594903e-09 1.5549793754697097e-09 1.6037234567772917e-09 1.667042450213419e-09 38222.0
1.5938196887302505e-09 1.5504669566620616e-09 1.5546878864535815e-09 1.603685527648798e-09 1.668427704541688e-09 38296.0
1.5928483414124036e-09 1.5512842735389107e-09 1.554242570184711e-09 1.6039504061102853e-09 1.6696330439231808e-09 38370.0
1.5922856099120533e-09 1.5521838198287963e-09 1.554175463636368e-09 1.6042144638565594e-09 1.6708967153885468e-09 38444.0
1.5913557589694811e-09 1.5530345503929188e-09 1.5537447439455205e-09 1.6044358531647519e-09 1.6721089435094301e-09 38518.0
1.5905219804387955e-09 1.554215160727794e-09 1.5532764419021807e-09 1.6052839570150337e-09 1.6731790805702366e-09 38592.0
1.58978261688034e-09 1.5554018621744835e-09 1.5528991910211203e-09 1.605579179853301e-09 1.6741878859107655e-09 38666.0
1.5892715409070882e-09 1.5567504434448382e-09 1.5525005272992032e-09 1.6061808691077884e-09 1.6748570503017441e-09 38740.0
1.5884377353926758e-09 1.5578619625032608e-09 1.5519991223551503e-09 1.6069407935759883e-09 1.6754821309064058e-09 38814.0
1.5876966934803758e-09 1.5590123057395981e-09 1.5514048131516818e-09 1.607584156761167e-09 1.675702473530237e-09 38888.0
1.586828855190474e-09 1.5601966383187938e-09 1.550775663147757e-09 1.6080765044194108e-09 1.67562982081293e-09 38962.0
1.586061118412521e-09 1.561253703669674e-09 1.5502045509780289e-09 1.6088698124723171e-09 1.6757185909801412e-09 39036.0
1.5851802629319088e-09 1.5615350321416992e-09 1.5498660608622776e-09 1.6096475895099302e-09 1.6757584575724809e-09 39110.0
1.5840651790185156e-09 1.56196633665495e-09 1.5494625743479657e-09 1.6102552238379685e-09 1.675444626306752e-09 39184.0
1.5831104586502122e-09 1.5623437616327127e-09 1.5489280728887457e-09 1.6111887060331736e-09 1.6752644029488443e-09 39258.0
1.5825056535622264e-09 1.5629153122365851e-09 1.548205881107038e-09 1.611461535593717e-09 1.6751252404504874e-09 39332.0
1.581593308166465e-09 1.5634942572573591e-09 1.5475566364417313e-09 1.6120093894097045e-09 1.6749015430322064e-09 39406.0
1.580917840925504e-09 1.5637816451356956e-09 1.5467036433546822e-09 1.6124667528935186e-09 1.6747033054993836e-09 39480.0
1.5804135400736689e-09 1.564465120470426e-09 1.5459126410625895e-09 1.613193830680528e-09 1.6744374594181873e-09 39554.0
1.5798780274860596e-09 1.5650123874152807e-09 1.544986931629612e-09 1.61409777185544e-09 1.6739324526771018e-09 39628.0
1.5790790879893261e-09 1.565353140456227e-09 1.5440165021703395e-09 1.6148397973209747e-09 1.6737225099872853e-09 39702.0
1.5781386989817135e-09 1.5658587186727117e-09 1.5432297157245512e-09 1.6157942703586525e-09 1.6731956858839863e-09 39776.0
1.5775496384593482e-09 1.5666130595282186e-09 1.5424084750431798e-09 1.6168255002227112e-09 1.6723760779256718e-09 39850.0
1.5766420216373467e-09 1.5673643245041284e-09 1.5416884008568396e-09 1.6180859036554063e-09 1.6721726645003749e-09 39924.0
1.5757121226074696e-09 1.56792218743032e-09 1.540858878151084e-09 1.6191275802973606e-09 1.6720528774348354e-09 39998.0
1.5748456411863966e-09 1.5688462786890509e-09 1.5401146378854354e-09 1.6201766312869356e-09 1.6720301193901549e-09 40072.0
1.574071042367297e-09 1.5698426441634186e-09 1.5393066724921301e-09 1.6216903331345335e-09 1.6721617633534263e-09 40146.0
1.573107928911371e-09 1.5709650150494536e-09 1.5382635624169042e-09 1.623136161091822e-09 1.6719131370618038e-09 40220.0
1.572517726018249e-09 1.5719739961989853e-09 1.537127848251681e-09 1.624825264470093e-09 1.6722647789024897e-09 40294.0
1.571949522136517e-09 1.57312899961905e-09 1.5364889852693412e-09 1.625613933011036e-09 1.6722704330585654e-09 40368.0
1.5710131315250971e-09 1.5745357848063138e-09 1.535804645092444e-09 1.6268955503294812e-09 1.6719826249083331e-09 40442.0
1.5703714569992139e-09 1.575561925098355e-09 1.5350970932300159e-09 1.6279476038250947e-09 1.6717758303053945e-09 40516.0
1.569427060582627e-09 1.5766383362947186e-09 1.5344023942403833e-09 1.6287844275454732e-09 1.6714844616010816e-09 40590.0
1.5689766306533864e-09 1.5783783122771974e-09 1.5335605527842347e-09 1.629611796352572e-09 1.6712589736362964e-09 40664.0
1.5686554574859771e-09 1.5795808993967435e-09 1.5332484096387719e-09 1.6302108238041664e-09 1.6707698495918399e-09 40738.0
1.5679591904567246e-09 1.5810835235288987e-09 1.5328673156755725e-09 1.6309433460136882e-09 1.6697614496922384e-09 40812.0
1.5672955823094365e-09 1.5828392636056159e-09 1.532166862580071e-09 1.631604507330551e-09 1.6689058494792924e-09 40886.0
1.56686905810207e-09 1.5846250013238848e-09 1.531725422486363e-09 1.6319313364542803e-09 1.6680581322992524e-09 40960.0
1.5663025876337444e-09 1.5865990363740171e-09 1.5314351269190538e-09 1.632350700958619e-09 1.6673218207577852e-09 41034.0
1.565289103290848e-09 1.5881911126270665e-09 1.5311835299636217e-09 1.632606714166876e-09 1.666547327042701e-09 41108.0
1.564215217981629e-09 1.5898344993414861e-09 1.5307751339865016e-09 1.632948041141603e-09 1.6657352521894679e-09 41182.0
1.5634490901956136e-09 1.5914806251966855e-09 1.5303926178104808e-09 1.633145447687666e-09 1.6653519644936273e-09 41256.0
1.562728776356751e-09 1.5928925852692218e-09 1.5300524438992171e-09 1.6330388565033978e-09 1.6650118176320312e-09 41330.0
1.56177772474763e-09 1.5945246987406844e-09 1.5295319113056196e-09 1.6329559769704132e-09 1.6644685488008287e-09 41404.0
1.5609609381413183e-09 1.5961391153203694e-09 1.5292453775462253e-09 1.6325417540160663e-09 1.6639160712376678e-09 41478.0
1.5600499872737229e-09 1.5975729148061955e-09 1.529125850562188e-09 1.6322173985362925e-09 1.6634410265105024e-09 41552.0
1.559536244602482e-09 1.5989711649660792e-09 1.5285715241054655e-09 1.6326566765105085e-09 1.6631613119034002e-09 41626.0
1.5588306263287692e-09 1.6003540521625833e-09 1.5282708072208194e-09 1.6331033002413137e-09 1.6628169791304804e-09 41700.0
1.5580671594102735e-09 1.6013909230213423e-09 1.5276105110178824e-09 1.6333081805731964e-09 1.662300944897695e-09 41774.0
1.5575659922319293e-09 1.6026507027809548e-09 1.527153358006084e-09 1.6333043968753427e-09 1.6617950672844305e-09 41848.0
1.5567396941565797e-09 1.6038996809781266e-09 1.526785941361583e-09 1.6329720598267537e-09 1.6611598243836204e-09 41922.0
1.555719095725714e-09 1.6052829518364313e-09 1.5266679781393256e-09 1.6328481529458059e-09 1.6603617821167158e-09 41996.0
1.554972171289699e-09 1.6059710544506894e-09 1.5265486141903542e-09 1.6323586319946948e-09 1.6597241209786664e-09 42070.0
1.5543478967767835e-09 1.6070400885880582e-09 1.5262843052419246e-09 1.631955735487742e-09 1.6589062240057052e-09 42144.0
1.553653971792396e-09 1.6084839655447263e-09 1.5259312264268211e-09 1.6319014047234064e-09 1.6581583789332367e-09 42218.0
1.5527021132438884e-09 1.6095739491403204e-09 1.5255696397032874e-09 1.6313474672229777e-09 1.6576309660767783e-09 42292.0
1.5519170543005331e-09 1.6107204618990261e-09 1.5250929051002383e-09 1.6308197366158201e-09 1.6568809798873144e-09 42366.0
1.5513211696199384e-09 1.6120068322317673e-09 1.5245964917871239e-09 1.6304614449832108e-09 1.6562929058170554e-09 42440.0
1.5507468310592188e-09 1.612865311837438e-09 1.5242826308357082e-09 1.6301332180175592e-09 1.6557523533830286e-09 42514.0
1.550202957801102e-09 1.6140380440707184e-09 1.5237095734928252e-09 1.6298778241197056e-09 1.655073119136163e-09 42588.0
1.5493539224938093e-09 1.6153663029864362e-09 1.5233763443483876e-09 1.6294880944909837e-09 1.6549306864135028e-09 42662.0
1.548822308832913e-09 1.6166609755488296e-09 1.522890742197017e-09 1.629287244370837e-09 1.6548334161735033e-09 42736.0
1.5481376278684461e-09 1.617803790693977e-09 1.5225380896351552e-09 1.6289132539163407e-09 1.6546101635062778e-09 42810.0
1.5477169501607224e-09 1.619057316855497e-09 1.5220922968713233e-09 1.6287411049089863e-09 1.65443235505277e-09 42884.0
1.5474447527594332e-09 1.6199860721983849e-09 1.5220396310894317e-09 1.6287857124923329e-09 1.6543082831600974e-09 42958.0
1.547267784642604e-09 1.620813666824228e-09 1.5218766590319935e-09 1.6289597990407766e-09 1.654285012584905e-09 43032.0
1.5471010876405656e-09 1.6214730089108835e-09 1.5218732926088257e-09 1.628987100507648e-09 1.654047981961673e-09 43106.0
1.546606421828321e-09 1.6229065971459488e-09 1.521795743390538e-09 1.6292612384620917e-09 1.6539147559153878e-09 43180.0
1.5464791160817282e-09 1.6239666553798403e-09 1.5220315702748503e-09 1.6293860039555897e-09 1.6539014022487183e-09 43254.0
1.5460501987985114e-09 1.6251049146171723e-09 1.5223998219629156e-09 1.6295778823880147e-09 1.653518826027622e-09 43328.0
1.5457885359506235e-09 1.6263989141018983e-09 1.5226560496898687e-09 1.6297452697260873e-09 1.6530821581628397e-09 43402.0
1.5458629499053052e-09 1.6274249186611149e-09 1.5232492948814325e-09 1.6299117234787453e-09 1.6527781261885218e-09 43476.0
1.5454531958938035e-09 1.6286378011952175e-09 1.5237841553814788e-09 1.6301263373915423e-09 1.6521190983970483e-09 43550.0
1.545348788321448e-09 1.6296809044657368e-09 1.5242786998337851e-09 1.6301352614987722e-09 1.6517517286970475e-09 43624.0
1.5450500882837956e-09 1.630605340375752e-09 1.5246876922319462e-09 1.6304594246530254e-09 1.6514026225031782e-09 43698.0
1.5446083998852684e-09 1.6316604653994118e-09 1.5248671855907526e-09 1.6307894038890843e-09 1.6512365765318392e-09 43772.0
1.5443997148401817e-09 1.632796055733084e-09 1.5248970650247793e-09 1.6309692754352428e-09 1.6508542746153096e-09 43846.0
1.5440907867046516e-09 1.6339037114515745e-09 1.5251176936348401e-09 1.6311167830324383e-09 1.6506844584040069e-09 43920.0
1.5437559939447478e-09 1.635070666028674e-09 1.5253102563525542e-09 1.6310753512287233e-09 1.6502528622684867e-09 43994.0
1.5434542807858978e-09 1.6360253282491296e-09 1.525617393205139e-09 1.6313303827066808e-09 1.649535501310377e-09 44068.0
1.5431823466010325e-09 1.6367735662828543e-09 1.525892993197964e-09 1.631319467802034e-09 1.6487642560727493e-09 44142.0
1.5426883997550527e-09 1.6371637344177008e-09 1.526546205271052e-09 1.6314497565926542e-09 1.6483265659154475e-09 44216.0
1.5425940188767953e-09 1.6374649222348444e-09 1.5268843315633133e-09 1.6314305557243657e-09 1.6478409549960316e-09 44290.0
1.5420592777990689e-09 1.6378287771465264e-09 1.527529939873115e-09 1.6311382822453578e-09 1.6476198119814606e-09 44364.0
1.5420701165636826e-09 1.637955043310927e-09 1.527947867883162e-09 1.6308163839894693e-09 1.647218433169754e-09 44438.0
1.541654684812957e-09 1.6381070765570504e-09 1.5281197865861189e-09 1.6307846966163311e-09 1.6469345371805944e-09 44512.0
1.5414172588004105e-09 1.6382090227903466e-09 1.528437169453882e-09 1.6307964463467594e-09 1.6466155093748073e-09 44586.0
1.5410817908202699e-09 1.6384813483139602e-09 1.5288522379504063e-09 1.630749097595232e-09 1.6463878091875295e-09 44660.0
1.5406923779656705e-09 1.6382867543727746e-09 1.5290141220758848e-09 1.6305528100749033e-09 1.645911356699538e-09 44734.0
1.540143648069493e-09 1.638067316495491e-09 1.5293298774715163e-09 1.630384895420364e-09 1.6457417765125094e-09 44808.0
1.5399607740868176e-09 1.637902585626203e-09 1.5297364421928136e-09 1.63015247867659e-09 1.6455576316387848e-09 44882.0
1.539662741444262e-09 1.6379441181469735e-09 1.529914481697522e-09 1.6298748713323541e-09 1.6453380812001613e-09 44956.0
1.539664330042318e-09 1.6379848915749467e-09 1.5298542367844087e-09 1.6296886693181913e-09 1.645222188520014e-09 45030.0
1.539477165028768e-09 1.637842746932876e-09 1.5297048708601793e-09 1.6295300526121517e-09 1.6452031889464376e-09 45104.0
1.5392748589504792e-09 1.637709329528232e-09 1.5299802837433742e-09 1.629307965587548e-09 1.6452977417655649e-09 45178.0
1.5389597020595688e-09 1.6373654862975744e-09 1.529991471487454e-09 1.6289743553083823e-09 1.6455015598818142e-09 45252.0
1.5386025403048514e-09 1.6373834178966564e-09 1.530088361885895e-09 1.6285718457117866e-09 1.6456771147305388e-09 45326.0
1.5382932567518598e-09 1.6369822278013805e-09 1.529879322296897e-09 1.6281167268216973e-09 1.6455696454409815e-09 45400.0
1.5379448097160823e-09 1.6366503710791397e-09 1.5298257638239797e-09 1.627284779992221e-09 1.6453685710771012e-09 45474.0
1.5376815412945594e-09 1.636566189329873e-09 1.5293796773843897e-09 1.6265210855846402e-09 1.645171225385271e-09 45548.0
1.5375197862442189e-09 1.6366506217226526e-09 1.529220542339623e-09 1.6255028339392603e-09 1.6450202621220468e-09 45622.0
1.5371327850824978e-09 1.6365884312563253e-09 1.5292565964544077e-09 1.6247391207917017e-09 1.6446747850193453e-09 45696.0
1.536760314463111e-09 1.6365659514509333e-09 1.5288525508838838e-09 1.6241739680334857e-09 1.6446529842296898e-09 45770.0
1.53676142572217e-09 1.6364710663956945e-09 1.5283269529990102e-09 1.6235145864105584e-09 1.6442018404545249e-09 45844.0
1.536635051611229e-09 1.6367067183894848e-09 1.5278319604055918e-09 1.6230187746128764e-09 1.6436949426126713e-09 45918.0
1.536802625407646e-09 1.6368067460980588e-09 1.5273965644877808e-09 1.622392135651075e-09 1.643341663976901e-09 45992.0
1.5364075575205017e-09 1.6368170144545831e-09 1.5269686045580738e-09 1.6217439956488638e-09 1.6426318002252275e-09 46066.0
1.5361189874329342e-09 1.6369988278397763e-09 1.526321925812485e-09 1.6214659524202053e-09 1.6425620811390092e-09 46140.0
1.535710417281269e-09 1.6368683413929775e-09 1.5256168775816334e-09 1.6209745840562162e-09 1.642310580627145e-09 46214.0
1.5352677981737533e-09 1.6367212630173854e-09 1.524921691973926e-09 1.620619563536081e-09 1.6420098612772785e-09 46288.0
1.534640671685073e-09 1.6367039333482988e-09 1.5244158987634795e-09 1.6202000765870857e-09 1.6417061184139707e-09 46362.0
1.5343728869645236e-09 1.6365521941838236e-09 1.523672384565788e-09 1.6198529252888271e-09 1.6412873095501091e-09 46436.0
1.533873195385426e-09 1.6365953865224707e-09 1.5232450435234988e-09 1.6194323094031764e-09 1.640581833302564e-09 46510.0
1.5333621491730543e-09 1.6366748301433336e-09 1.5227278884829688e-09 1.6192486232518966e-09 1.6399267459706148e-09 46584.0
1.5329033561567737e-09 1.6365102725586886e-09 1.5220258168743605e-09 1.6189717682100782e-09 1.6394059355655885e-09 46658.0
1.5321334789794564e-09 1.6363647974079233e-09 1.5216771300999006e-09 1.618486078283439e-09 1.638973036557969e-09 46732.0
1.531622661899753e-09 1.6361682576664131e-09 1.521281017619706e-09 1.618043606446205e-09 1.638303171625171e-09 46806.0
1.5309524600961558e-09 1.6356502398335957e-09 1.5210536261053992e-09 1.6173749346638633e-09 1.6377379854856725e-09 46880.0
1.5303926372860813e-09 1.6350412750187606e-09 1.5207734586717392e-09 1.616808422914951e-09 1.6372736808923361e-09 46954.0
1.5297970206778083e-09 1.6345698721257255e-09 1.5205238681595245e-09 1.6164367273498733e-09 1.6367642121770817e-09 47028.0
1.5292963232027439e-09 1.6340695916853163e-09 1.520569405807004e-09 1.615683667287171e-09 1.6360548511661797e-09 47102.0
1.5284890091139809e-09 1.6335271809213714e-09 1.5200668554528796e-09 1.6153322366459577e-09 1.6354644581673914e-09 47176.0
1.5278433225895287e-09 1.6329975323163694e-09 1.5195330983704136e-09 1.6146571028306102e-09 1.6350207731801735e-09 47250.0
1.5271610225735e-09 1.6324624326303103e-09 1.5190293786463783e-09 1.6141853803243089e-09 1.6346699149152353e-09 47324.0
1.5265210860831035e-09 1.6319802362166477e-09 1.5184588575895403e-09 1.6138245281129562e-09 1.634058569312736e-09 47398.0
1.5258939048816525e-09 1.6312667838858346e-09 1.518112557378739e-09 1.6133944546197505e-09 1.6337527090703044e-09 47472.0
1.5253548122218888e-09 1.6311981970833078e-09 1.5177785465982702e-09 1.6131470945552665e-09 1.6334370935208942e-09 47546.0
1.5249025708731653e-09 1.6306600706852138e-09 1.517204604563707e-09 1.6126907800007576e-09 1.632952658583809e-09 47620.0
1.5240716505680239e-09 1.6301694369204783e-09 1.5168011520487143e-09 1.6121956379175363e-09 1.6325327890420698e-09 47694.0
1.523349175011816e-09 1.6295613487446615e-09 1.516338015065457e-09 1.6119819767579458e-09 1.6323320820567966e-09 47768.0
1.522600649297587e-09 1.6290227367741044e-09 1.5158705107299628e-09 1.6117973319076324e-09 1.6320967553618432e-09 47842.0
1.5218633234190643e-09 1.6287132120090737e-09 1.515463788071326e-09 1.611385205989511e-09 1.6321006907061982e-09 47916.0
1.5210981598253012e-09 1.6283811819115118e-09 1.5150521900904812e-09 1.6110727305056124e-09 1.632139662561239e-09 47990.0
1.5203377930014768e-09 1.6279731832477014e-09 1.5148185255724988e-09 1.6105037450472943e-09 1.6323787068012563e-09 48064.0
1.519770492221615e-09 1.6276293560297084e-09 1.5145398820038048e-09 1.6098465653996818e-09 1.6324618919838063e-09 48138.0
1.519105997237652e-09 1.627314711580628e-09 1.514142294744855e-09 1.6093026495305854e-09 1.6322954568287652e-09 48212.0
1.5186997720322342e-09 1.626835855954242e-09 1.5142338624597403e-09 1.6088004519114785e-09 1.6323344806083144e-09 48286.0
1.5181661975350733e-09 1.6262161338821612e-09 1.5143983391233448e-09 1.6082718401241203e-09 1.6320758397370396e-09 48360.0
1.5176814050791666e-09 1.6257432257983387e-09 1.5142711825388254e-09 1.6079714067926655e-09 1.6321497375207667e-09 48434.0
1.516991634349646e-09 1.6253565459920583e-09 1.514262118625011e-09 1.6077496008809633e-09 1.6321374578535655e-09 48508.0
1.5163224573684206e-09 1.625236036860296e-09 1.514338273520745e-09 1.6073950385489297e-09 1.6319027280253088e-09 48582.0
1.5157254031781004e-09 1.6249117175882843e-09 1.5143886055471341e-09 1.606990339115469e-09 1.6318837908139756e-09 48656.0
1.5152716928502406e-09 1.6247370718654655e-09 1.5144072427426719e-09 1.6064804632691044e-09 1.6316341045852796e-09 48730.0
1.5148587321066191e-09 1.624445105128562e-09 1.5144212820522015e-09 1.6060742565991428e-09 1.6313662632665321e-09 48804.0
1.5143980426571029e-09 1.6243092977297918e-09 1.5144389315003435e-09 1.605809140605617e-09 1.6310191569055616e-09 48878.0
1.5139696306296858e-09 1.6243478584474795e-09 1.514549658193585e-09 1.605198808101068e-09 1.6307627597857606e-09 48952.0
1.5134514868618087e-09 1.6240701323652881e-09 1.514500945806329e-09 1.6046166482238155e-09 1.6304742631058835e-09 49026.0
1.5130444798124373e-09 1.6238797018086228e-09 1.514684167474759e-09 1.6041086585690886e-09 1.6303113917903505e-09 49100.0
1.5126647791359691e-09 1.6239159064385886e-09 1.515070056978068e-09 1.6035935171917402e-09 1.6300836973659072e-09 49174.0
1.5122880173286843e-09 1.6239518053898962e-09 1.515266091435708e-09 1.6029154094325637e-09 1.6299019574815808e-09 49248.0
1.511673382788352e-09 1.6236351871549781e-09 1.5154837054356257e-09 1.6023132981272056e-09 1.6297575698106758e-09 49322.0
1.5114242436761997e-09 1.6234818086410966e-09 1.515742377940915e-09 1.6016871153774898e-09 1.6296222747973431e-09 49396.0
1.5109500209195963e-09 1.623542697422001e-09 1.5159508095218257e-09 1.6008656197699352e-09 1.629675367987038e-09 49470.0
1.510956504230272e-09 1.6236245307442623e-09 1.5162018994325681e-09 1.6003009752059089e-09 1.6294667074366399e-09 49544.0
1.510858759023703e-09 1.623353716734537e-09 1.5166865614609656e-09 1.5997571752766202e-09 1.6293730431955594e-09 49618.0
1.5106289658327525e-09 1.6232407976043221e-09 1.5166019845531866e-09 1.5990938479823982e-09 1.6292896950642013e-09 49692.0
1.510572963231784e-09 1.6232836421616863e-09 1.5169300082265931e-09 1.5986108697229667e-09 1.62923005536524e-09 49766.0
1.5104473708206293e-09 1.623134974014342e-09 1.517275578543497e-09 1.5981207095181436e-09 1.6293827551558532e-09 49840.0
1.5101858967143597e-09 1.6229048180742288e-09 1.517214151352842e-09 1.5978288655782293e-09 1.6295203235329039e-09 49914.0
1.5099413129508896e-09 1.6229267902458776e-09 1.5175079531939855e-09 1.5973848402057833e-09 1.629541627801158e-09 49988.0
1.5094013190257999e-09 1.6226704467483918e-09 1.5176441939971456e-09 1.5969694974783163e-09 1.6295718566101349e-09 50062.0
1.5089145899328413e-09 1.6226073575448773e-09 1.5177347966444122e-09 1.5966942115810502e-09 1.6296980005262797e-09 50136.0
1.508623749080974e-09 1.6223068174110368e-09 1.5176445383674796e-09 1.5965457969501592e-09 1.62981125407652e-09 50210.0
